experiment_id,timestamp,seed,variant,number_of_users,strategy,total_bandwidth,total_allocated,utilization_percentage,jain_fairness_index,average_utility,latency_ms,jitter_ms,computational_time,data_source
ablation_42_20_game_theory_latency_penalty_59,2026-09-01T13:56:02.197881,59,latency_penalty,20,game_theory,100.0,59.5,59.5,0.966,0.718899,11.14,5.66,5.8e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_60,2026-09-01T13:56:02.200794,60,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9403,0.755972,12.31,3.89,5.9e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_61,2026-09-01T13:56:02.203978,61,latency_penalty,20,game_theory,100.0,61.0,61.0,0.9715,0.805128,14.92,3.78,5.9e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_62,2026-09-01T13:56:02.208002,62,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9713,0.836062,20.99,1.87,0.000109,SIMULATION
ablation_42_20_game_theory_latency_penalty_63,2026-09-01T13:56:02.211367,63,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9555,0.797486,14.23,2.47,5.8e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_64,2026-09-01T13:56:02.214966,64,latency_penalty,20,game_theory,100.0,59.5,59.5,0.966,0.745662,14.67,4.15,6.1e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_65,2026-09-01T13:56:02.218613,65,latency_penalty,20,game_theory,100.0,62.0,62.0,0.9707,0.845489,13.81,2.44,6.5e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_66,2026-09-01T13:56:02.222127,66,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9633,0.769961,8.99,3.17,9.5e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_67,2026-09-01T13:56:02.226371,67,latency_penalty,20,game_theory,100.0,61.0,61.0,0.969,0.796115,9.05,4.83,6e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_68,2026-09-01T13:56:02.229765,68,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9607,0.741342,18.38,5.7,7.1e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_69,2026-09-01T13:56:02.232963,69,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9686,0.841169,17.58,1.48,5.9e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_70,2026-09-01T13:56:02.236307,70,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9607,0.7557,20.74,2.47,5.8e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_71,2026-09-01T13:56:02.240027,71,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9555,0.7322,12.53,4.1,0.000101,SIMULATION
ablation_42_30_equal_latency_penalty_42,2026-09-01T13:56:02.240925,42,latency_penalty,30,equal,100.0,97.9033,97.9033,0.9936,0.164849,16.95,1.13,7.4e-05,SIMULATION
ablation_42_30_equal_latency_penalty_43,2026-09-01T13:56:02.241558,43,latency_penalty,30,equal,100.0,99.3633,99.3633,0.999,0.027828,8.54,4.48,7.6e-05,SIMULATION
ablation_42_30_equal_latency_penalty_44,2026-09-01T13:56:02.242202,44,latency_penalty,30,equal,100.0,99.4667,99.4667,0.9992,0.1011,13.72,3.71,7.3e-05,SIMULATION
ablation_42_30_equal_latency_penalty_45,2026-09-01T13:56:02.242831,45,latency_penalty,30,equal,100.0,98.5833,98.5833,0.9958,0.108049,11.81,3.44,7.3e-05,SIMULATION
ablation_42_30_equal_latency_penalty_46,2026-09-01T13:56:02.243448,46,latency_penalty,30,equal,100.0,98.9067,98.9067,0.9965,0.103472,20.44,3.0,7.2e-05,SIMULATION
ablation_42_30_equal_latency_penalty_47,2026-09-01T13:56:02.244287,47,latency_penalty,30,equal,100.0,99.6667,99.6667,0.9997,0.072971,12.93,3.15,7.7e-05,SIMULATION
ablation_42_30_equal_latency_penalty_48,2026-09-01T13:56:02.245023,48,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.11046,15.67,1.66,7.6e-05,SIMULATION
ablation_42_30_equal_latency_penalty_49,2026-09-01T13:56:02.245654,49,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.031309,8.94,3.07,7.2e-05,SIMULATION
ablation_42_30_equal_latency_penalty_50,2026-09-01T13:56:02.246274,50,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.078678,14.97,2.33,7.2e-05,SIMULATION
ablation_42_30_equal_latency_penalty_51,2026-09-01T13:56:02.246889,51,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.08377,11.41,3.51,7.1e-05,SIMULATION
ablation_42_30_equal_latency_penalty_52,2026-09-01T13:56:02.247498,52,latency_penalty,30,equal,100.0,98.6333,98.6333,0.9964,0.244842,21.7,1.27,7.3e-05,SIMULATION
ablation_42_30_equal_latency_penalty_53,2026-09-01T13:56:02.248110,53,latency_penalty,30,equal,100.0,98.9267,98.9267,0.9966,0.11478,16.64,5.45,7.5e-05,SIMULATION
ablation_42_30_equal_latency_penalty_54,2026-09-01T13:56:02.248725,54,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.175981,20.79,1.69,7.5e-05,SIMULATION
ablation_42_30_equal_latency_penalty_55,2026-09-01T13:56:02.249338,55,latency_penalty,30,equal,100.0,99.5267,99.5267,0.9993,0.095328,9.26,5.75,7.2e-05,SIMULATION
ablation_42_30_equal_latency_penalty_56,2026-09-01T13:56:02.250116,56,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.04961,21.52,3.8,7.8e-05,SIMULATION
ablation_42_30_equal_latency_penalty_57,2026-09-01T13:56:02.250743,57,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.067704,8.6,3.95,7.9e-05,SIMULATION
ablation_42_30_equal_latency_penalty_58,2026-09-01T13:56:02.251396,58,latency_penalty,30,equal,100.0,99.4133,99.4133,0.9992,0.168428,16.13,2.03,7.3e-05,SIMULATION
ablation_42_30_equal_latency_penalty_59,2026-09-01T13:56:02.252016,59,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.005462,11.14,5.66,7.3e-05,SIMULATION
ablation_42_30_equal_latency_penalty_60,2026-09-01T13:56:02.252769,60,latency_penalty,30,equal,100.0,98.9367,98.9367,0.9967,0.083169,12.31,3.89,0.000137,SIMULATION
ablation_42_30_equal_latency_penalty_61,2026-09-01T13:56:02.253509,61,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.108185,14.92,3.78,7.3e-05,SIMULATION
ablation_42_30_equal_latency_penalty_62,2026-09-01T13:56:02.254185,62,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.184407,20.99,1.87,7.3e-05,SIMULATION
ablation_42_30_equal_latency_penalty_63,2026-09-01T13:56:02.255016,63,latency_penalty,30,equal,100.0,97.06,97.06,0.9915,0.174414,14.23,2.47,0.000146,SIMULATION
ablation_42_30_equal_latency_penalty_64,2026-09-01T13:56:02.256053,64,latency_penalty,30,equal,100.0,99.3367,99.3367,0.9987,0.058991,14.67,4.15,0.000117,SIMULATION
ablation_42_30_equal_latency_penalty_65,2026-09-01T13:56:02.257211,65,latency_penalty,30,equal,100.0,99.7667,99.7667,0.9998,0.213894,13.81,2.44,0.000126,SIMULATION
ablation_42_30_equal_latency_penalty_66,2026-09-01T13:56:02.258023,66,latency_penalty,30,equal,100.0,100.0,100.0,1.0,0.07604,8.99,3.17,7.3e-05,SIMULATION
ablation_42_30_equal_latency_penalty_67,2026-09-01T13:56:02.258662,67,latency_penalty,30,equal,100.0,99.3533,99.3533,0.9994,0.090295,9.05,4.83,7.4e-05,SIMULATION
ablation_42_30_equal_latency_penalty_68,2026-09-01T13:56:02.259353,68,latency_penalty,30,equal,100.0,96.68,96.68,0.9894,0.10615,18.38,5.7,7.2e-05,SIMULATION
ablation_42_30_equal_latency_penalty_69,2026-09-01T13:56:02.260000,69,latency_penalty,30,equal,100.0,98.07,98.07,0.9964,0.192024,17.58,1.48,7.4e-05,SIMULATION
ablation_42_30_equal_latency_penalty_70,2026-09-01T13:56:02.260635,70,latency_penalty,30,equal,100.0,98.6533,98.6533,0.9964,0.107699,20.74,2.47,7.6e-05,SIMULATION
ablation_42_30_equal_latency_penalty_71,2026-09-01T13:56:02.261278,71,latency_penalty,30,equal,100.0,99.2167,99.2167,0.9982,0.110506,12.53,4.1,7.7e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_42,2026-09-01T13:56:02.262401,42,latency_penalty,30,proportional,100.0,100.0,100.0,0.8041,0.048438,16.95,1.13,0.000141,SIMULATION
ablation_42_30_proportional_latency_penalty_43,2026-09-01T13:56:02.263565,43,latency_penalty,30,proportional,100.0,100.0,100.0,0.8005,-0.047446,8.54,4.48,0.000132,SIMULATION
ablation_42_30_proportional_latency_penalty_44,2026-09-01T13:56:02.264765,44,latency_penalty,30,proportional,100.0,100.0,100.0,0.7492,-0.00511,13.72,3.71,0.000135,SIMULATION
ablation_42_30_proportional_latency_penalty_45,2026-09-01T13:56:02.265927,45,latency_penalty,30,proportional,100.0,100.0,100.0,0.7845,-0.016342,11.81,3.44,9.3e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_46,2026-09-01T13:56:02.266588,46,latency_penalty,30,proportional,100.0,100.0,100.0,0.834,0.013868,20.44,3.0,7.3e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_47,2026-09-01T13:56:02.267227,47,latency_penalty,30,proportional,100.0,100.0,100.0,0.8394,0.004027,12.93,3.15,7.4e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_48,2026-09-01T13:56:02.267849,48,latency_penalty,30,proportional,100.0,100.0,100.0,0.8271,0.028884,15.67,1.66,7.2e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_49,2026-09-01T13:56:02.268483,49,latency_penalty,30,proportional,100.0,100.0,100.0,0.8093,-0.037539,8.94,3.07,7.5e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_50,2026-09-01T13:56:02.269595,50,latency_penalty,30,proportional,100.0,100.0,100.0,0.8541,0.02381,14.97,2.33,0.000139,SIMULATION
ablation_42_30_proportional_latency_penalty_51,2026-09-01T13:56:02.270788,51,latency_penalty,30,proportional,100.0,100.0,100.0,0.8375,0.0328,11.41,3.51,0.000141,SIMULATION
ablation_42_30_proportional_latency_penalty_52,2026-09-01T13:56:02.271621,52,latency_penalty,30,proportional,100.0,100.0,100.0,0.8002,0.114978,21.7,1.27,0.000138,SIMULATION
ablation_42_30_proportional_latency_penalty_53,2026-09-01T13:56:02.272881,53,latency_penalty,30,proportional,100.0,100.0,100.0,0.801,0.013558,16.64,5.45,0.000133,SIMULATION
ablation_42_30_proportional_latency_penalty_54,2026-09-01T13:56:02.274066,54,latency_penalty,30,proportional,100.0,100.0,100.0,0.8309,0.12525,20.79,1.69,0.000157,SIMULATION
ablation_42_30_proportional_latency_penalty_55,2026-09-01T13:56:02.274881,55,latency_penalty,30,proportional,100.0,100.0,100.0,0.8047,-0.003592,9.26,5.75,7.3e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_56,2026-09-01T13:56:02.276755,56,latency_penalty,30,proportional,100.0,100.0,100.0,0.78,-0.038602,21.52,3.8,7.6e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_57,2026-09-01T13:56:02.277413,57,latency_penalty,30,proportional,100.0,100.0,100.0,0.8038,-0.022361,8.6,3.95,7.4e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_58,2026-09-01T13:56:02.278107,58,latency_penalty,30,proportional,100.0,100.0,100.0,0.8107,0.077553,16.13,2.03,0.000103,SIMULATION
ablation_42_30_proportional_latency_penalty_59,2026-09-01T13:56:02.278894,59,latency_penalty,30,proportional,100.0,100.0,100.0,0.8308,-0.055662,11.14,5.66,0.000124,SIMULATION
ablation_42_30_proportional_latency_penalty_60,2026-09-01T13:56:02.279553,60,latency_penalty,30,proportional,100.0,100.0,100.0,0.763,-0.032287,12.31,3.89,7.4e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_61,2026-09-01T13:56:02.280399,61,latency_penalty,30,proportional,100.0,100.0,100.0,0.88,0.064849,14.92,3.78,7.9e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_62,2026-09-01T13:56:02.281093,62,latency_penalty,30,proportional,100.0,100.0,100.0,0.82,0.095955,20.99,1.87,7.7e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_63,2026-09-01T13:56:02.281849,63,latency_penalty,30,proportional,100.0,100.0,100.0,0.7859,0.018916,14.23,2.47,7.5e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_64,2026-09-01T13:56:02.282542,64,latency_penalty,30,proportional,100.0,100.0,100.0,0.8129,-0.033075,14.67,4.15,7.6e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_65,2026-09-01T13:56:02.283234,65,latency_penalty,30,proportional,100.0,100.0,100.0,0.8464,0.150852,13.81,2.44,0.000101,SIMULATION
ablation_42_30_proportional_latency_penalty_66,2026-09-01T13:56:02.284387,66,latency_penalty,30,proportional,100.0,100.0,100.0,0.8081,0.021021,8.99,3.17,0.00015,SIMULATION
ablation_42_30_proportional_latency_penalty_67,2026-09-01T13:56:02.285284,67,latency_penalty,30,proportional,100.0,100.0,100.0,0.7981,0.006999,9.05,4.83,8e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_68,2026-09-01T13:56:02.286022,68,latency_penalty,30,proportional,100.0,100.0,100.0,0.766,-0.064725,18.38,5.7,0.00011,SIMULATION
ablation_42_30_proportional_latency_penalty_69,2026-09-01T13:56:02.286980,69,latency_penalty,30,proportional,100.0,100.0,100.0,0.7684,0.03469,17.58,1.48,0.000103,SIMULATION
ablation_42_30_proportional_latency_penalty_70,2026-09-01T13:56:02.287986,70,latency_penalty,30,proportional,100.0,100.0,100.0,0.7752,-0.007168,20.74,2.47,7.7e-05,SIMULATION
ablation_42_30_proportional_latency_penalty_71,2026-09-01T13:56:02.288987,71,latency_penalty,30,proportional,100.0,100.0,100.0,0.7904,0.008589,12.53,4.1,0.000177,SIMULATION
ablation_42_30_priority_latency_penalty_42,2026-09-01T13:56:02.289902,42,latency_penalty,30,priority,100.0,100.0,100.0,0.9351,0.112842,16.95,1.13,0.000127,SIMULATION
ablation_42_30_priority_latency_penalty_43,2026-09-01T13:56:02.290685,43,latency_penalty,30,priority,100.0,100.0,100.0,0.9312,0.004478,8.54,4.48,7.6e-05,SIMULATION
ablation_42_30_priority_latency_penalty_44,2026-09-01T13:56:02.291720,44,latency_penalty,30,priority,100.0,100.0,100.0,0.9408,0.077861,13.72,3.71,8.3e-05,SIMULATION
ablation_42_30_priority_latency_penalty_45,2026-09-01T13:56:02.292403,45,latency_penalty,30,priority,100.0,100.0,100.0,0.9403,0.058465,11.81,3.44,7.4e-05,SIMULATION
ablation_42_30_priority_latency_penalty_46,2026-09-01T13:56:02.293083,46,latency_penalty,30,priority,100.0,100.0,100.0,0.9376,0.067609,20.44,3.0,7.5e-05,SIMULATION
ablation_42_30_priority_latency_penalty_47,2026-09-01T13:56:02.293748,47,latency_penalty,30,priority,100.0,100.0,100.0,0.9342,0.053352,12.93,3.15,7.5e-05,SIMULATION
ablation_42_30_priority_latency_penalty_48,2026-09-01T13:56:02.294511,48,latency_penalty,30,priority,100.0,100.0,100.0,0.9432,0.108545,15.67,1.66,0.000131,SIMULATION
ablation_42_30_priority_latency_penalty_49,2026-09-01T13:56:02.295614,49,latency_penalty,30,priority,100.0,100.0,100.0,0.9329,0.021172,8.94,3.07,0.000137,SIMULATION
ablation_42_30_priority_latency_penalty_50,2026-09-01T13:56:02.296443,50,latency_penalty,30,priority,100.0,100.0,100.0,0.9364,0.070052,14.97,2.33,9e-05,SIMULATION
ablation_42_30_priority_latency_penalty_51,2026-09-01T13:56:02.297188,51,latency_penalty,30,priority,100.0,100.0,100.0,0.9411,0.07622,11.41,3.51,9.5e-05,SIMULATION
ablation_42_30_priority_latency_penalty_52,2026-09-01T13:56:02.297917,52,latency_penalty,30,priority,100.0,100.0,100.0,0.9538,0.211916,21.7,1.27,7.7e-05,SIMULATION
ablation_42_30_priority_latency_penalty_53,2026-09-01T13:56:02.299148,53,latency_penalty,30,priority,100.0,100.0,100.0,0.9486,0.075115,16.64,5.45,0.000163,SIMULATION
ablation_42_30_priority_latency_penalty_54,2026-09-01T13:56:02.300077,54,latency_penalty,30,priority,100.0,100.0,100.0,0.9488,0.178935,20.79,1.69,8.4e-05,SIMULATION
ablation_42_30_priority_latency_penalty_55,2026-09-01T13:56:02.300847,55,latency_penalty,30,priority,100.0,100.0,100.0,0.9478,0.071663,9.26,5.75,7.6e-05,SIMULATION
ablation_42_30_priority_latency_penalty_56,2026-09-01T13:56:02.301612,56,latency_penalty,30,priority,100.0,100.0,100.0,0.944,0.050041,21.52,3.8,7.7e-05,SIMULATION
ablation_42_30_priority_latency_penalty_57,2026-09-01T13:56:02.302294,57,latency_penalty,30,priority,100.0,100.0,100.0,0.9494,0.057831,8.6,3.95,7.6e-05,SIMULATION
ablation_42_30_priority_latency_penalty_58,2026-09-01T13:56:02.303048,58,latency_penalty,30,priority,100.0,100.0,100.0,0.9443,0.153202,16.13,2.03,7.5e-05,SIMULATION
ablation_42_30_priority_latency_penalty_59,2026-09-01T13:56:02.303792,59,latency_penalty,30,priority,100.0,100.0,100.0,0.939,-0.012826,11.14,5.66,7.5e-05,SIMULATION
ablation_42_30_priority_latency_penalty_60,2026-09-01T13:56:02.304469,60,latency_penalty,30,priority,100.0,100.0,100.0,0.9306,0.056527,12.31,3.89,8.1e-05,SIMULATION
ablation_42_30_priority_latency_penalty_61,2026-09-01T13:56:02.305143,61,latency_penalty,30,priority,100.0,100.0,100.0,0.946,0.096896,14.92,3.78,7.6e-05,SIMULATION
ablation_42_30_priority_latency_penalty_62,2026-09-01T13:56:02.306195,62,latency_penalty,30,priority,100.0,100.0,100.0,0.954,0.180953,20.99,1.87,0.000135,SIMULATION
ablation_42_30_priority_latency_penalty_63,2026-09-01T13:56:02.307699,63,latency_penalty,30,priority,100.0,100.0,100.0,0.9381,0.09985,14.23,2.47,8.7e-05,SIMULATION
ablation_42_30_priority_latency_penalty_64,2026-09-01T13:56:02.308405,64,latency_penalty,30,priority,100.0,100.0,100.0,0.931,0.033056,14.67,4.15,7.5e-05,SIMULATION
ablation_42_30_priority_latency_penalty_65,2026-09-01T13:56:02.309071,65,latency_penalty,30,priority,100.0,100.0,100.0,0.9612,0.200706,13.81,2.44,7.4e-05,SIMULATION
ablation_42_30_priority_latency_penalty_66,2026-09-01T13:56:02.309731,66,latency_penalty,30,priority,100.0,100.0,100.0,0.9373,0.067353,8.99,3.17,7.5e-05,SIMULATION
ablation_42_30_priority_latency_penalty_67,2026-09-01T13:56:02.310399,67,latency_penalty,30,priority,100.0,100.0,100.0,0.9495,0.071726,9.05,4.83,7.5e-05,SIMULATION
ablation_42_30_priority_latency_penalty_68,2026-09-01T13:56:02.311062,68,latency_penalty,30,priority,100.0,100.0,100.0,0.9429,0.009373,18.38,5.7,7.4e-05,SIMULATION
ablation_42_30_priority_latency_penalty_69,2026-09-01T13:56:02.311868,69,latency_penalty,30,priority,100.0,100.0,100.0,0.9437,0.143157,17.58,1.48,7.5e-05,SIMULATION
ablation_42_30_priority_latency_penalty_70,2026-09-01T13:56:02.312538,70,latency_penalty,30,priority,100.0,100.0,100.0,0.9357,0.072397,20.74,2.47,7.4e-05,SIMULATION
ablation_42_30_priority_latency_penalty_71,2026-09-01T13:56:02.313198,71,latency_penalty,30,priority,100.0,100.0,100.0,0.9414,0.086708,12.53,4.1,7.8e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_42,2026-09-01T13:56:02.313869,42,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9929,0.115071,16.95,1.13,7.6e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_43,2026-09-01T13:56:02.314586,43,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9989,0.012038,8.54,4.48,9.3e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_44,2026-09-01T13:56:02.315475,44,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9991,0.088056,13.72,3.71,8.2e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_45,2026-09-01T13:56:02.316227,45,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9956,0.073483,11.81,3.44,0.000101,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_46,2026-09-01T13:56:02.317002,46,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9963,0.076843,20.44,3.0,7.6e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_47,2026-09-01T13:56:02.317767,47,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9997,0.064778,12.93,3.15,7.7e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_48,2026-09-01T13:56:02.318567,48,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,1.0,0.11046,15.67,1.66,9.1e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_49,2026-09-01T13:56:02.319297,49,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,1.0,0.031309,8.94,3.07,7.6e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_50,2026-09-01T13:56:02.320074,50,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,1.0,0.078678,14.97,2.33,7.6e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_51,2026-09-01T13:56:02.320813,51,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,1.0,0.08377,11.41,3.51,7.5e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_52,2026-09-01T13:56:02.321508,52,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9961,0.212975,21.7,1.27,7.6e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_53,2026-09-01T13:56:02.322910,53,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9964,0.088386,16.64,5.45,0.000123,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_54,2026-09-01T13:56:02.324043,54,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,1.0,0.175981,20.79,1.69,7.9e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_55,2026-09-01T13:56:02.324784,55,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9993,0.083616,9.26,5.75,7.5e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_56,2026-09-01T13:56:02.325457,56,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,1.0,0.04961,21.52,3.8,7.5e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_57,2026-09-01T13:56:02.326129,57,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,1.0,0.067704,8.6,3.95,7.6e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_58,2026-09-01T13:56:02.326951,58,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9991,0.15445,16.13,2.03,7.6e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_59,2026-09-01T13:56:02.327984,59,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,1.0,0.005462,11.14,5.66,0.000143,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_60,2026-09-01T13:56:02.329279,60,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9965,0.057104,12.31,3.89,0.000141,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_61,2026-09-01T13:56:02.330427,61,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,1.0,0.108185,14.92,3.78,8.1e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_62,2026-09-01T13:56:02.331277,62,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,1.0,0.184407,20.99,1.87,7.9e-05,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_63,2026-09-01T13:56:02.332184,63,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9902,0.104483,14.23,2.47,0.000135,SIMULATION
ablation_42_30_max_min_fairness_latency_penalty_64,2026-09-01T13:56:02.333446,64,latency_penalty,30,max_min_fairness,100.0,100.0,100.0,0.9986,0.042596,14.67,4.15,0.000139,SIMULATION
