experiment_id,timestamp,seed,variant,number_of_users,strategy,total_bandwidth,total_allocated,utilization_percentage,jain_fairness_index,average_utility,latency_ms,jitter_ms,computational_time,data_source
ablation_42_10_max_min_fairness_throughput_benefit_64,2026-09-01T13:56:01.938291,64,throughput_benefit,10,max_min_fairness,100.0,98.8,98.8,0.791,-5.589288,14.67,4.15,4.6e-05,SIMULATION
ablation_42_10_max_min_fairness_throughput_benefit_65,2026-09-01T13:56:01.939459,65,throughput_benefit,10,max_min_fairness,100.0,100.0,100.0,0.9596,-5.483327,13.81,2.44,0.000144,SIMULATION
ablation_42_10_max_min_fairness_throughput_benefit_66,2026-09-01T13:56:01.940819,66,throughput_benefit,10,max_min_fairness,100.0,100.0,100.0,0.9104,-5.41778,8.99,3.17,0.000134,SIMULATION
ablation_42_10_max_min_fairness_throughput_benefit_67,2026-09-01T13:56:01.941508,67,throughput_benefit,10,max_min_fairness,100.0,100.0,100.0,0.9198,-5.50892,9.05,4.83,4.4e-05,SIMULATION
ablation_42_10_max_min_fairness_throughput_benefit_68,2026-09-01T13:56:01.942132,68,throughput_benefit,10,max_min_fairness,100.0,100.0,100.0,0.9116,-5.669246,18.38,5.7,0.000163,SIMULATION
ablation_42_10_max_min_fairness_throughput_benefit_69,2026-09-01T13:56:01.943004,69,throughput_benefit,10,max_min_fairness,100.0,100.0,100.0,0.8725,-5.505822,17.58,1.48,5.1e-05,SIMULATION
ablation_42_10_max_min_fairness_throughput_benefit_70,2026-09-01T13:56:01.943428,70,throughput_benefit,10,max_min_fairness,100.0,100.0,100.0,0.9385,-5.85006,20.74,2.47,4e-05,SIMULATION
ablation_42_10_max_min_fairness_throughput_benefit_71,2026-09-01T13:56:01.943944,71,throughput_benefit,10,max_min_fairness,100.0,100.0,100.0,0.9453,-5.713002,12.53,4.1,7.4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_42,2026-09-01T13:56:01.944639,42,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.7951,-5.344298,16.95,1.13,7.6e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_43,2026-09-01T13:56:01.945210,43,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8273,-5.497774,8.54,4.48,4.1e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_44,2026-09-01T13:56:01.945600,44,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.7675,-5.758031,13.72,3.71,4.1e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_45,2026-09-01T13:56:01.945969,45,throughput_benefit,10,alpha_fair,100.0,94.6,94.6,0.8119,-5.299149,11.81,3.44,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_46,2026-09-01T13:56:01.946342,46,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.794,-5.895063,20.44,3.0,3.8e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_47,2026-09-01T13:56:01.946750,47,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8333,-5.534208,12.93,3.15,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_48,2026-09-01T13:56:01.947133,48,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8326,-5.330753,15.67,1.66,4.5e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_49,2026-09-01T13:56:01.947511,49,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8206,-5.338634,8.94,3.07,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_50,2026-09-01T13:56:01.947886,50,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8665,-5.703066,14.97,2.33,4.2e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_51,2026-09-01T13:56:01.948263,51,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.9501,-5.692862,11.41,3.51,3.9e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_52,2026-09-01T13:56:01.948637,52,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.7657,-5.79428,21.7,1.27,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_53,2026-09-01T13:56:01.949012,53,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8222,-5.838095,16.64,5.45,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_54,2026-09-01T13:56:01.949389,54,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8734,-5.609834,20.79,1.69,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_55,2026-09-01T13:56:01.950134,55,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.86,-5.864899,9.26,5.75,7.3e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_56,2026-09-01T13:56:01.950763,56,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.7725,-5.509474,21.52,3.8,6.9e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_57,2026-09-01T13:56:01.951389,57,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8504,-5.308405,8.6,3.95,7e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_58,2026-09-01T13:56:01.951842,58,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8878,-5.554385,16.13,2.03,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_59,2026-09-01T13:56:01.952221,59,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8569,-5.740061,11.14,5.66,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_60,2026-09-01T13:56:01.952591,60,throughput_benefit,10,alpha_fair,100.0,90.22,90.22,0.788,-4.774749,12.31,3.89,3.9e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_61,2026-09-01T13:56:01.952981,61,throughput_benefit,10,alpha_fair,100.0,89.05,89.05,0.91,-4.689682,14.92,3.78,4.1e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_62,2026-09-01T13:56:01.953367,62,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8712,-6.015453,20.99,1.87,4.1e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_63,2026-09-01T13:56:01.953756,63,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8473,-5.729884,14.23,2.47,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_64,2026-09-01T13:56:01.954136,64,throughput_benefit,10,alpha_fair,100.0,98.8,98.8,0.791,-5.589288,14.67,4.15,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_65,2026-09-01T13:56:01.954519,65,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8633,-5.470549,13.81,2.44,4.1e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_66,2026-09-01T13:56:01.954905,66,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8785,-5.41768,8.99,3.17,4e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_67,2026-09-01T13:56:01.955434,67,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8176,-5.478717,9.05,4.83,0.000105,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_68,2026-09-01T13:56:01.956195,68,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8092,-5.607192,18.38,5.7,7.5e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_69,2026-09-01T13:56:01.956928,69,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.7646,-5.445925,17.58,1.48,7.7e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_70,2026-09-01T13:56:01.957596,70,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8386,-5.840387,20.74,2.47,6.9e-05,SIMULATION
ablation_42_10_alpha_fair_throughput_benefit_71,2026-09-01T13:56:01.958280,71,throughput_benefit,10,alpha_fair,100.0,100.0,100.0,0.8748,-5.684548,12.53,4.1,7.5e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_42,2026-09-01T13:56:01.961223,42,throughput_benefit,10,game_theory,100.0,41.5,41.5,0.9528,-1.036642,16.95,1.13,7.7e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_43,2026-09-01T13:56:01.965205,43,throughput_benefit,10,game_theory,100.0,42.5,42.5,0.9724,-1.133079,8.54,4.48,8.3e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_44,2026-09-01T13:56:01.968372,44,throughput_benefit,10,game_theory,100.0,43.0,43.0,0.9556,-1.276316,13.72,3.71,8e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_45,2026-09-01T13:56:01.971347,45,throughput_benefit,10,game_theory,100.0,44.0,44.0,0.9803,-1.329983,11.81,3.44,7.8e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_46,2026-09-01T13:56:01.974102,46,throughput_benefit,10,game_theory,100.0,42.0,42.0,0.9383,-1.273685,20.44,3.0,9.4e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_47,2026-09-01T13:56:01.976910,47,throughput_benefit,10,game_theory,100.0,41.5,41.5,0.9799,-1.108274,12.93,3.15,8e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_48,2026-09-01T13:56:01.979669,48,throughput_benefit,10,game_theory,100.0,42.5,42.5,0.975,-1.096084,15.67,1.66,8e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_49,2026-09-01T13:56:01.982419,49,throughput_benefit,10,game_theory,100.0,40.5,40.5,0.9778,-0.984214,8.94,3.07,8.1e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_50,2026-09-01T13:56:01.985522,50,throughput_benefit,10,game_theory,100.0,43.5,43.5,0.9817,-1.285752,14.97,2.33,7.9e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_51,2026-09-01T13:56:01.988824,51,throughput_benefit,10,game_theory,100.0,44.0,44.0,0.9878,-1.305966,11.41,3.51,5.2e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_52,2026-09-01T13:56:01.992215,52,throughput_benefit,10,game_theory,100.0,44.0,44.0,0.9584,-1.380276,21.7,1.27,8.1e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_53,2026-09-01T13:56:01.995681,53,throughput_benefit,10,game_theory,100.0,42.5,42.5,0.9672,-1.311163,16.64,5.45,7.7e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_54,2026-09-01T13:56:01.999264,54,throughput_benefit,10,game_theory,100.0,43.5,43.5,0.9741,-1.243212,20.79,1.69,7.8e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_55,2026-09-01T13:56:02.002268,55,throughput_benefit,10,game_theory,100.0,44.0,44.0,0.9729,-1.351264,9.26,5.75,5.2e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_56,2026-09-01T13:56:02.004144,56,throughput_benefit,10,game_theory,100.0,41.5,41.5,0.9856,-1.105361,21.52,3.8,4.6e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_57,2026-09-01T13:56:02.006359,57,throughput_benefit,10,game_theory,100.0,43.0,43.0,0.9655,-1.081974,8.6,3.95,6.6e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_58,2026-09-01T13:56:02.008782,58,throughput_benefit,10,game_theory,100.0,43.0,43.0,0.9757,-1.172463,16.13,2.03,5.3e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_59,2026-09-01T13:56:02.011976,59,throughput_benefit,10,game_theory,100.0,44.0,44.0,0.9803,-1.332363,11.14,5.66,5.1e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_60,2026-09-01T13:56:02.014083,60,throughput_benefit,10,game_theory,100.0,43.0,43.0,0.9757,-1.246017,12.31,3.89,5.2e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_61,2026-09-01T13:56:02.016007,61,throughput_benefit,10,game_theory,100.0,44.0,44.0,0.9803,-1.347471,14.92,3.78,4.7e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_62,2026-09-01T13:56:02.018692,62,throughput_benefit,10,game_theory,100.0,43.5,43.5,0.9817,-1.378953,20.99,1.87,4.8e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_63,2026-09-01T13:56:02.020498,63,throughput_benefit,10,game_theory,100.0,42.5,42.5,0.9544,-1.204464,14.23,2.47,7.1e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_64,2026-09-01T13:56:02.022658,64,throughput_benefit,10,game_theory,100.0,43.0,43.0,0.9556,-1.254438,14.67,4.15,8.7e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_65,2026-09-01T13:56:02.025265,65,throughput_benefit,10,game_theory,100.0,44.0,44.0,0.9729,-1.1825,13.81,2.44,5.1e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_66,2026-09-01T13:56:02.028422,66,throughput_benefit,10,game_theory,100.0,43.0,43.0,0.963,-1.119354,8.99,3.17,8.4e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_67,2026-09-01T13:56:02.031035,67,throughput_benefit,10,game_theory,100.0,43.0,43.0,0.958,-1.164145,9.05,4.83,7.7e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_68,2026-09-01T13:56:02.033130,68,throughput_benefit,10,game_theory,100.0,42.0,42.0,0.9613,-1.199203,18.38,5.7,4.5e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_69,2026-09-01T13:56:02.034968,69,throughput_benefit,10,game_theory,100.0,43.0,43.0,0.9531,-1.199798,17.58,1.48,4.3e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_70,2026-09-01T13:56:02.036930,70,throughput_benefit,10,game_theory,100.0,44.0,44.0,0.9803,-1.342502,20.74,2.47,4.4e-05,SIMULATION
ablation_42_10_game_theory_throughput_benefit_71,2026-09-01T13:56:02.038947,71,throughput_benefit,10,game_theory,100.0,43.0,43.0,0.9757,-1.243807,12.53,4.1,6.2e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_42,2026-09-01T13:56:02.039488,42,throughput_benefit,20,equal,100.0,95.95,95.95,0.9817,-2.554253,16.95,1.13,7.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_43,2026-09-01T13:56:02.040519,43,throughput_benefit,20,equal,100.0,97.57,97.57,0.9934,-2.619617,8.54,4.48,9.6e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_44,2026-09-01T13:56:02.041487,44,throughput_benefit,20,equal,100.0,95.37,95.37,0.9848,-2.620115,13.72,3.71,0.000115,SIMULATION
ablation_42_20_equal_throughput_benefit_45,2026-09-01T13:56:02.042676,45,throughput_benefit,20,equal,100.0,95.25,95.25,0.9772,-2.611147,11.81,3.44,0.000163,SIMULATION
ablation_42_20_equal_throughput_benefit_46,2026-09-01T13:56:02.043405,46,throughput_benefit,20,equal,100.0,97.24,97.24,0.9849,-2.704751,20.44,3.0,6.3e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_47,2026-09-01T13:56:02.043956,47,throughput_benefit,20,equal,100.0,97.01,97.01,0.9908,-2.646821,12.93,3.15,6.3e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_48,2026-09-01T13:56:02.044492,48,throughput_benefit,20,equal,100.0,100.0,100.0,1.0,-2.741666,15.67,1.66,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_49,2026-09-01T13:56:02.045017,49,throughput_benefit,20,equal,100.0,99.34,99.34,0.9996,-2.653349,8.94,3.07,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_50,2026-09-01T13:56:02.045538,50,throughput_benefit,20,equal,100.0,98.61,98.61,0.9962,-2.760703,14.97,2.33,6e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_51,2026-09-01T13:56:02.046065,51,throughput_benefit,20,equal,100.0,100.0,100.0,1.0,-2.814951,11.41,3.51,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_52,2026-09-01T13:56:02.046593,52,throughput_benefit,20,equal,100.0,97.27,97.27,0.9853,-2.780073,21.7,1.27,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_53,2026-09-01T13:56:02.047119,53,throughput_benefit,20,equal,100.0,98.01,98.01,0.9945,-2.86369,16.64,5.45,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_54,2026-09-01T13:56:02.047643,54,throughput_benefit,20,equal,100.0,97.09,97.09,0.9923,-2.674847,20.79,1.69,6e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_55,2026-09-01T13:56:02.048163,55,throughput_benefit,20,equal,100.0,97.86,97.86,0.991,-2.760749,9.26,5.75,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_56,2026-09-01T13:56:02.048690,56,throughput_benefit,20,equal,100.0,99.7,99.7,0.9998,-2.819572,21.52,3.8,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_57,2026-09-01T13:56:02.049205,57,throughput_benefit,20,equal,100.0,99.94,99.94,1.0,-2.662127,8.6,3.95,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_58,2026-09-01T13:56:02.049731,58,throughput_benefit,20,equal,100.0,96.08,96.08,0.985,-2.616709,16.13,2.03,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_59,2026-09-01T13:56:02.050266,59,throughput_benefit,20,equal,100.0,99.01,99.01,0.9982,-2.79686,11.14,5.66,6.1e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_60,2026-09-01T13:56:02.050785,60,throughput_benefit,20,equal,100.0,98.92,98.92,0.9977,-2.748292,12.31,3.89,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_61,2026-09-01T13:56:02.051305,61,throughput_benefit,20,equal,100.0,100.0,100.0,1.0,-2.951865,14.92,3.78,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_62,2026-09-01T13:56:02.051820,62,throughput_benefit,20,equal,100.0,99.07,99.07,0.9992,-2.914324,20.99,1.87,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_63,2026-09-01T13:56:02.052387,63,throughput_benefit,20,equal,100.0,92.06,92.06,0.9593,-2.424314,14.23,2.47,6.1e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_64,2026-09-01T13:56:02.052913,64,throughput_benefit,20,equal,100.0,96.3,96.3,0.9859,-2.660048,14.67,4.15,6e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_65,2026-09-01T13:56:02.053469,65,throughput_benefit,20,equal,100.0,97.15,97.15,0.9914,-2.685069,13.81,2.44,6e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_66,2026-09-01T13:56:02.054022,66,throughput_benefit,20,equal,100.0,98.09,98.09,0.9957,-2.651322,8.99,3.17,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_67,2026-09-01T13:56:02.054560,67,throughput_benefit,20,equal,100.0,97.93,97.93,0.9916,-2.673969,9.05,4.83,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_68,2026-09-01T13:56:02.055084,68,throughput_benefit,20,equal,100.0,94.42,94.42,0.9695,-2.594256,18.38,5.7,5.9e-05,SIMULATION
ablation_42_20_equal_throughput_benefit_69,2026-09-01T13:56:02.055863,69,throughput_benefit,20,equal,100.0,93.07,93.07,0.9694,-2.445418,17.58,1.48,0.000105,SIMULATION
ablation_42_20_equal_throughput_benefit_70,2026-09-01T13:56:02.056832,70,throughput_benefit,20,equal,100.0,94.67,94.67,0.9776,-2.569984,20.74,2.47,0.000114,SIMULATION
ablation_42_20_equal_throughput_benefit_71,2026-09-01T13:56:02.057758,71,throughput_benefit,20,equal,100.0,97.9,97.9,0.9967,-2.66933,12.53,4.1,6.6e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_42,2026-09-01T13:56:02.058418,42,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8473,-2.746344,16.95,1.13,6.7e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_43,2026-09-01T13:56:02.058965,43,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7922,-2.748313,8.54,4.48,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_44,2026-09-01T13:56:02.059496,44,throughput_benefit,20,proportional,100.0,100.0,100.0,0.764,-2.842161,13.72,3.71,6e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_45,2026-09-01T13:56:02.060017,45,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7559,-2.830534,11.81,3.44,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_46,2026-09-01T13:56:02.060549,46,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8103,-2.827882,20.44,3.0,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_47,2026-09-01T13:56:02.061079,47,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8035,-2.781134,12.93,3.15,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_48,2026-09-01T13:56:02.061607,48,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8163,-2.700761,15.67,1.66,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_49,2026-09-01T13:56:02.062138,49,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7962,-2.663863,8.94,3.07,6.3e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_50,2026-09-01T13:56:02.062672,50,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8461,-2.832539,14.97,2.33,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_51,2026-09-01T13:56:02.063204,51,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8864,-2.821391,11.41,3.51,6e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_52,2026-09-01T13:56:02.063731,52,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8099,-2.864513,21.7,1.27,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_53,2026-09-01T13:56:02.064283,53,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8058,-2.929435,16.64,5.45,6e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_54,2026-09-01T13:56:02.064820,54,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7917,-2.838291,20.79,1.69,6.1e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_55,2026-09-01T13:56:02.065343,55,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8098,-2.857324,9.26,5.75,6e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_56,2026-09-01T13:56:02.065872,56,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7912,-2.781477,21.52,3.8,6e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_57,2026-09-01T13:56:02.066399,57,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8303,-2.628724,8.6,3.95,6.3e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_58,2026-09-01T13:56:02.066927,58,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8083,-2.808378,16.13,2.03,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_59,2026-09-01T13:56:02.067452,59,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8081,-2.841504,11.14,5.66,6e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_60,2026-09-01T13:56:02.068013,60,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7736,-2.781414,12.31,3.89,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_61,2026-09-01T13:56:02.068683,61,throughput_benefit,20,proportional,100.0,100.0,100.0,0.9036,-2.949247,14.92,3.78,6.1e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_62,2026-09-01T13:56:02.069217,62,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8643,-2.989993,20.99,1.87,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_63,2026-09-01T13:56:02.069749,63,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7793,-2.823208,14.23,2.47,6e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_64,2026-09-01T13:56:02.070278,64,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8228,-2.838463,14.67,4.15,6e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_65,2026-09-01T13:56:02.070805,65,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8438,-2.824322,13.81,2.44,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_66,2026-09-01T13:56:02.071332,66,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7938,-2.75036,8.99,3.17,6e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_67,2026-09-01T13:56:02.071878,67,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8283,-2.747053,9.05,4.83,5.9e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_68,2026-09-01T13:56:02.072559,68,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7631,-2.801582,18.38,5.7,9.4e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_69,2026-09-01T13:56:02.073487,69,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7541,-2.744563,17.58,1.48,0.000111,SIMULATION
ablation_42_20_proportional_throughput_benefit_70,2026-09-01T13:56:02.074660,70,throughput_benefit,20,proportional,100.0,100.0,100.0,0.7721,-2.851709,20.74,2.47,6.7e-05,SIMULATION
ablation_42_20_proportional_throughput_benefit_71,2026-09-01T13:56:02.075534,71,throughput_benefit,20,proportional,100.0,100.0,100.0,0.8409,-2.775062,12.53,4.1,7.6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_42,2026-09-01T13:56:02.076127,42,throughput_benefit,20,priority,100.0,100.0,100.0,0.9337,-2.800143,16.95,1.13,6.9e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_43,2026-09-01T13:56:02.076687,43,throughput_benefit,20,priority,100.0,100.0,100.0,0.9344,-2.78231,8.54,4.48,6.5e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_44,2026-09-01T13:56:02.077244,44,throughput_benefit,20,priority,100.0,100.0,100.0,0.9439,-2.900636,13.72,3.71,6.1e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_45,2026-09-01T13:56:02.077793,45,throughput_benefit,20,priority,100.0,100.0,100.0,0.9366,-2.895698,11.81,3.44,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_46,2026-09-01T13:56:02.078357,46,throughput_benefit,20,priority,100.0,100.0,100.0,0.9266,-2.904984,20.44,3.0,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_47,2026-09-01T13:56:02.078912,47,throughput_benefit,20,priority,100.0,100.0,100.0,0.9337,-2.845609,12.93,3.15,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_48,2026-09-01T13:56:02.079616,48,throughput_benefit,20,priority,100.0,100.0,100.0,0.9498,-2.779805,15.67,1.66,6.1e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_49,2026-09-01T13:56:02.080163,49,throughput_benefit,20,priority,100.0,100.0,100.0,0.9325,-2.724982,8.94,3.07,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_50,2026-09-01T13:56:02.080719,50,throughput_benefit,20,priority,100.0,100.0,100.0,0.9364,-2.878626,14.97,2.33,6.5e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_51,2026-09-01T13:56:02.081267,51,throughput_benefit,20,priority,100.0,100.0,100.0,0.936,-2.862299,11.41,3.51,5.9e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_52,2026-09-01T13:56:02.081852,52,throughput_benefit,20,priority,100.0,100.0,100.0,0.9516,-2.964296,21.7,1.27,6e-05,SIMULATION
