experiment_id,timestamp,seed,number_of_users,strategy,total_bandwidth,total_allocated,utilization_percentage,jain_fairness_index,average_utility,latency_ms,jitter_ms,repetition,computational_time,convergence_iterations,converged,is_nash_equilibrium,data_source
exp_42_100_equal_9,2026-09-01T13:22:30.555550,50,100,equal,100.0,100.0,100.0,1.0,0.2911,14.97,2.33,9,0.0009,,,,SIMULATION
exp_42_100_equal_10,2026-09-01T13:22:30.556656,51,100,equal,100.0,100.0,100.0,1.0,0.3199,11.41,3.51,10,0.001,,,,SIMULATION
exp_42_100_proportional_1,2026-09-01T13:22:30.557455,42,100,proportional,100.0,100.0,100.0,0.7987,0.2833,16.95,1.13,1,0.0007,,,,SIMULATION
exp_42_100_proportional_2,2026-09-01T13:22:30.562150,43,100,proportional,100.0,100.0,100.0,0.7804,0.2739,8.54,4.48,2,0.0026,,,,SIMULATION
exp_42_100_proportional_3,2026-09-01T13:22:30.565218,44,100,proportional,100.0,100.0,100.0,0.774,0.279,13.72,3.71,3,0.003,,,,SIMULATION
exp_42_100_proportional_4,2026-09-01T13:22:30.569998,45,100,proportional,100.0,100.0,100.0,0.8017,0.2838,11.81,3.44,4,0.0047,,,,SIMULATION
exp_42_100_proportional_5,2026-09-01T13:22:30.571122,46,100,proportional,100.0,100.0,100.0,0.7808,0.2515,20.44,3.0,5,0.001,,,,SIMULATION
exp_42_100_proportional_6,2026-09-01T13:22:30.572750,47,100,proportional,100.0,100.0,100.0,0.8148,0.2723,12.93,3.15,6,0.0015,,,,SIMULATION
exp_42_100_proportional_7,2026-09-01T13:22:30.573969,48,100,proportional,100.0,100.0,100.0,0.801,0.281,15.67,1.66,7,0.001,,,,SIMULATION
exp_42_100_proportional_8,2026-09-01T13:22:30.576326,49,100,proportional,100.0,100.0,100.0,0.8105,0.2945,8.94,3.07,8,0.0023,,,,SIMULATION
exp_42_100_proportional_9,2026-09-01T13:22:30.578322,50,100,proportional,100.0,100.0,100.0,0.7857,0.2604,14.97,2.33,9,0.0019,,,,SIMULATION
exp_42_100_proportional_10,2026-09-01T13:22:30.579510,51,100,proportional,100.0,100.0,100.0,0.8284,0.2984,11.41,3.51,10,0.0011,,,,SIMULATION
exp_42_100_priority_1,2026-09-01T13:22:30.580977,42,100,priority,100.0,100.0,100.0,0.9405,0.3132,16.95,1.13,1,0.0014,,,,SIMULATION
exp_42_100_priority_2,2026-09-01T13:22:30.583089,43,100,priority,100.0,100.0,100.0,0.9364,0.3024,8.54,4.48,2,0.002,,,,SIMULATION
exp_42_100_priority_3,2026-09-01T13:22:30.584205,44,100,priority,100.0,100.0,100.0,0.9417,0.3091,13.72,3.71,3,0.001,,,,SIMULATION
exp_42_100_priority_4,2026-09-01T13:22:30.585377,45,100,priority,100.0,100.0,100.0,0.9458,0.3128,11.81,3.44,4,0.0011,,,,SIMULATION
exp_42_100_priority_5,2026-09-01T13:22:30.586584,46,100,priority,100.0,100.0,100.0,0.9349,0.2751,20.44,3.0,5,0.0011,,,,SIMULATION
exp_42_100_priority_6,2026-09-01T13:22:30.587891,47,100,priority,100.0,100.0,100.0,0.9381,0.2973,12.93,3.15,6,0.0012,,,,SIMULATION
exp_42_100_priority_7,2026-09-01T13:22:30.589850,48,100,priority,100.0,100.0,100.0,0.9436,0.3117,15.67,1.66,7,0.0019,,,,SIMULATION
exp_42_100_priority_8,2026-09-01T13:22:30.591750,49,100,priority,100.0,100.0,100.0,0.9411,0.3214,8.94,3.07,8,0.0018,,,,SIMULATION
exp_42_100_priority_9,2026-09-01T13:22:30.595069,50,100,priority,100.0,100.0,100.0,0.9353,0.2906,14.97,2.33,9,0.0032,,,,SIMULATION
exp_42_100_priority_10,2026-09-01T13:22:30.598062,51,100,priority,100.0,100.0,100.0,0.9479,0.3215,11.41,3.51,10,0.0029,,,,SIMULATION
exp_42_100_max_min_fairness_1,2026-09-01T13:22:30.599177,42,100,max_min_fairness,100.0,100.0,100.0,1.0,0.3117,16.95,1.13,1,0.001,,,,SIMULATION
exp_42_100_max_min_fairness_2,2026-09-01T13:22:30.600271,43,100,max_min_fairness,100.0,100.0,100.0,1.0,0.2998,8.54,4.48,2,0.001,,,,SIMULATION
exp_42_100_max_min_fairness_3,2026-09-01T13:22:30.601523,44,100,max_min_fairness,100.0,100.0,100.0,1.0,0.3094,13.72,3.71,3,0.0012,,,,SIMULATION
exp_42_100_max_min_fairness_4,2026-09-01T13:22:30.602689,45,100,max_min_fairness,100.0,100.0,100.0,1.0,0.3147,11.81,3.44,4,0.0011,,,,SIMULATION
exp_42_100_max_min_fairness_5,2026-09-01T13:22:30.604692,46,100,max_min_fairness,100.0,100.0,100.0,1.0,0.2777,20.44,3.0,5,0.0019,,,,SIMULATION
exp_42_100_max_min_fairness_6,2026-09-01T13:22:30.606015,47,100,max_min_fairness,100.0,100.0,100.0,1.0,0.2979,12.93,3.15,6,0.0012,,,,SIMULATION
exp_42_100_max_min_fairness_7,2026-09-01T13:22:30.607121,48,100,max_min_fairness,100.0,100.0,100.0,1.0,0.3107,15.67,1.66,7,0.001,,,,SIMULATION
exp_42_100_max_min_fairness_8,2026-09-01T13:22:30.609740,49,100,max_min_fairness,100.0,100.0,100.0,1.0,0.3209,8.94,3.07,8,0.0025,,,,SIMULATION
exp_42_100_max_min_fairness_9,2026-09-01T13:22:30.618851,50,100,max_min_fairness,100.0,100.0,100.0,1.0,0.2911,14.97,2.33,9,0.009,,,,SIMULATION
exp_42_100_max_min_fairness_10,2026-09-01T13:22:30.621133,51,100,max_min_fairness,100.0,100.0,100.0,1.0,0.3199,11.41,3.51,10,0.0012,,,,SIMULATION
exp_42_100_alpha_fair_1,2026-09-01T13:22:30.626007,42,100,alpha_fair,100.0,100.0,100.0,0.7987,0.2833,16.95,1.13,1,0.0021,,,,SIMULATION
exp_42_100_alpha_fair_2,2026-09-01T13:22:30.627630,43,100,alpha_fair,100.0,100.0,100.0,0.7804,0.2739,8.54,4.48,2,0.0014,,,,SIMULATION
exp_42_100_alpha_fair_3,2026-09-01T13:22:30.629044,44,100,alpha_fair,100.0,100.0,100.0,0.774,0.279,13.72,3.71,3,0.0012,,,,SIMULATION
exp_42_100_alpha_fair_4,2026-09-01T13:22:30.630206,45,100,alpha_fair,100.0,100.0,100.0,0.8017,0.2838,11.81,3.44,4,0.0011,,,,SIMULATION
exp_42_100_alpha_fair_5,2026-09-01T13:22:30.632505,46,100,alpha_fair,100.0,100.0,100.0,0.7808,0.2515,20.44,3.0,5,0.0022,,,,SIMULATION
exp_42_100_alpha_fair_6,2026-09-01T13:22:30.633678,47,100,alpha_fair,100.0,100.0,100.0,0.8148,0.2723,12.93,3.15,6,0.001,,,,SIMULATION
exp_42_100_alpha_fair_7,2026-09-01T13:22:30.634739,48,100,alpha_fair,100.0,100.0,100.0,0.801,0.281,15.67,1.66,7,0.001,,,,SIMULATION
exp_42_100_alpha_fair_8,2026-09-01T13:22:30.637194,49,100,alpha_fair,100.0,100.0,100.0,0.8105,0.2945,8.94,3.07,8,0.0024,,,,SIMULATION
exp_42_100_alpha_fair_9,2026-09-01T13:22:30.642499,50,100,alpha_fair,100.0,100.0,100.0,0.7857,0.2604,14.97,2.33,9,0.0052,,,,SIMULATION
exp_42_100_alpha_fair_10,2026-09-01T13:22:30.643710,51,100,alpha_fair,100.0,100.0,100.0,0.8284,0.2984,11.41,3.51,10,0.0011,,,,SIMULATION
exp_42_100_game_theory_1,2026-09-01T13:22:30.713154,42,100,game_theory,100.0,100.0,100.0,0.6231,0.2745,16.95,1.13,1,0.0693,7,True,True,SIMULATION
exp_42_100_game_theory_2,2026-09-01T13:22:30.771852,43,100,game_theory,100.0,100.0,100.0,0.6494,0.268,8.54,4.48,2,0.0586,7,True,True,SIMULATION
exp_42_100_game_theory_3,2026-09-01T13:22:30.832267,44,100,game_theory,100.0,100.0,100.0,0.6079,0.2764,13.72,3.71,3,0.0603,7,True,True,SIMULATION
exp_42_100_game_theory_4,2026-09-01T13:22:30.907815,45,100,game_theory,100.0,100.0,100.0,0.625,0.2772,11.81,3.44,4,0.0755,8,True,True,SIMULATION
exp_42_100_game_theory_5,2026-09-01T13:22:30.971887,46,100,game_theory,100.0,100.0,100.0,0.641,0.273,20.44,3.0,5,0.064,7,True,True,SIMULATION
exp_42_100_game_theory_6,2026-09-01T13:22:31.038520,47,100,game_theory,100.0,100.0,100.0,0.6452,0.2759,12.93,3.15,6,0.0665,8,True,True,SIMULATION
exp_42_100_game_theory_7,2026-09-01T13:22:31.114198,48,100,game_theory,100.0,100.0,100.0,0.6369,0.2733,15.67,1.66,7,0.0756,8,True,True,SIMULATION
exp_42_100_game_theory_8,2026-09-01T13:22:31.165119,49,100,game_theory,100.0,100.0,100.0,0.6515,0.2706,8.94,3.07,8,0.0508,8,True,True,SIMULATION
exp_42_100_game_theory_9,2026-09-01T13:22:31.218843,50,100,game_theory,100.0,100.0,100.0,0.6579,0.2693,14.97,2.33,9,0.0536,8,True,True,SIMULATION
exp_42_100_game_theory_10,2026-09-01T13:22:31.286059,51,100,game_theory,100.0,100.0,100.0,0.6061,0.277,11.41,3.51,10,0.0671,8,True,True,SIMULATION
exp_42_200_equal_1,2026-09-01T13:22:31.287985,42,200,equal,100.0,100.0,100.0,1.0,0.2291,16.95,1.13,1,0.0018,,,,SIMULATION
exp_42_200_equal_2,2026-09-01T13:22:31.290035,43,200,equal,100.0,100.0,100.0,1.0,0.2219,8.54,4.48,2,0.0019,,,,SIMULATION
exp_42_200_equal_3,2026-09-01T13:22:31.297894,44,200,equal,100.0,100.0,100.0,1.0,0.2283,13.72,3.71,3,0.0077,,,,SIMULATION
exp_42_200_equal_4,2026-09-01T13:22:31.300980,45,200,equal,100.0,100.0,100.0,1.0,0.2397,11.81,3.44,4,0.0029,,,,SIMULATION
exp_42_200_equal_5,2026-09-01T13:22:31.302363,46,200,equal,100.0,100.0,100.0,1.0,0.2197,20.44,3.0,5,0.0012,,,,SIMULATION
exp_42_200_equal_6,2026-09-01T13:22:31.304425,47,200,equal,100.0,100.0,100.0,1.0,0.2273,12.93,3.15,6,0.002,,,,SIMULATION
exp_42_200_equal_7,2026-09-01T13:22:31.306366,48,200,equal,100.0,100.0,100.0,1.0,0.2294,15.67,1.66,7,0.0018,,,,SIMULATION
exp_42_200_equal_8,2026-09-01T13:22:31.311334,49,200,equal,100.0,100.0,100.0,1.0,0.2353,8.94,3.07,8,0.0048,,,,SIMULATION
exp_42_200_equal_9,2026-09-01T13:22:31.313928,50,200,equal,100.0,100.0,100.0,1.0,0.2262,14.97,2.33,9,0.0024,,,,SIMULATION
exp_42_200_equal_10,2026-09-01T13:22:31.315950,51,200,equal,100.0,100.0,100.0,1.0,0.2329,11.41,3.51,10,0.0019,,,,SIMULATION
exp_42_200_proportional_1,2026-09-01T13:22:31.319042,42,200,proportional,100.0,100.0,100.0,0.7909,0.2185,16.95,1.13,1,0.003,,,,SIMULATION
exp_42_200_proportional_2,2026-09-01T13:22:31.321219,43,200,proportional,100.0,100.0,100.0,0.7785,0.2127,8.54,4.48,2,0.0021,,,,SIMULATION
exp_42_200_proportional_3,2026-09-01T13:22:31.323520,44,200,proportional,100.0,100.0,100.0,0.8003,0.2166,13.72,3.71,3,0.0022,,,,SIMULATION
exp_42_200_proportional_4,2026-09-01T13:22:31.325654,45,200,proportional,100.0,100.0,100.0,0.8309,0.2292,11.81,3.44,4,0.002,,,,SIMULATION
exp_42_200_proportional_5,2026-09-01T13:22:31.328314,46,200,proportional,100.0,100.0,100.0,0.791,0.2089,20.44,3.0,5,0.0025,,,,SIMULATION
exp_42_200_proportional_6,2026-09-01T13:22:31.330839,47,200,proportional,100.0,100.0,100.0,0.8186,0.2191,12.93,3.15,6,0.0023,,,,SIMULATION
exp_42_200_proportional_7,2026-09-01T13:22:31.333451,48,200,proportional,100.0,100.0,100.0,0.7929,0.2186,15.67,1.66,7,0.0025,,,,SIMULATION
exp_42_200_proportional_8,2026-09-01T13:22:31.336928,49,200,proportional,100.0,100.0,100.0,0.813,0.2244,8.94,3.07,8,0.0032,,,,SIMULATION
exp_42_200_proportional_9,2026-09-01T13:22:31.338768,50,200,proportional,100.0,100.0,100.0,0.8098,0.2143,14.97,2.33,9,0.0017,,,,SIMULATION
exp_42_200_proportional_10,2026-09-01T13:22:31.344733,51,200,proportional,100.0,100.0,100.0,0.8125,0.2228,11.41,3.51,10,0.0058,,,,SIMULATION
exp_42_200_priority_1,2026-09-01T13:22:31.347171,42,200,priority,100.0,100.0,100.0,0.9391,0.2337,16.95,1.13,1,0.0023,,,,SIMULATION
exp_42_200_priority_2,2026-09-01T13:22:31.348706,43,200,priority,100.0,100.0,100.0,0.9357,0.2271,8.54,4.48,2,0.0014,,,,SIMULATION
exp_42_200_priority_3,2026-09-01T13:22:31.351263,44,200,priority,100.0,100.0,100.0,0.9427,0.2312,13.72,3.71,3,0.0025,,,,SIMULATION
exp_42_200_priority_4,2026-09-01T13:22:31.353950,45,200,priority,100.0,100.0,100.0,0.9509,0.2414,11.81,3.44,4,0.0025,,,,SIMULATION
exp_42_200_priority_5,2026-09-01T13:22:31.356644,46,200,priority,100.0,100.0,100.0,0.9413,0.2219,20.44,3.0,5,0.0026,,,,SIMULATION
exp_42_200_priority_6,2026-09-01T13:22:31.361211,47,200,priority,100.0,100.0,100.0,0.9411,0.2309,12.93,3.15,6,0.0044,,,,SIMULATION
exp_42_200_priority_7,2026-09-01T13:22:31.363855,48,200,priority,100.0,100.0,100.0,0.9419,0.2335,15.67,1.66,7,0.0024,,,,SIMULATION
exp_42_200_priority_8,2026-09-01T13:22:31.365651,49,200,priority,100.0,100.0,100.0,0.9419,0.2392,8.94,3.07,8,0.0017,,,,SIMULATION
exp_42_200_priority_9,2026-09-01T13:22:31.368393,50,200,priority,100.0,100.0,100.0,0.9417,0.2294,14.97,2.33,9,0.0026,,,,SIMULATION
exp_42_200_priority_10,2026-09-01T13:22:31.370969,51,200,priority,100.0,100.0,100.0,0.944,0.2359,11.41,3.51,10,0.0024,,,,SIMULATION
exp_42_200_max_min_fairness_1,2026-09-01T13:22:31.373964,42,200,max_min_fairness,100.0,100.0,100.0,1.0,0.2291,16.95,1.13,1,0.0028,,,,SIMULATION
exp_42_200_max_min_fairness_2,2026-09-01T13:22:31.376261,43,200,max_min_fairness,100.0,100.0,100.0,1.0,0.2219,8.54,4.48,2,0.0021,,,,SIMULATION
exp_42_200_max_min_fairness_3,2026-09-01T13:22:31.378803,44,200,max_min_fairness,100.0,100.0,100.0,1.0,0.2283,13.72,3.71,3,0.0024,,,,SIMULATION
exp_42_200_max_min_fairness_4,2026-09-01T13:22:31.381028,45,200,max_min_fairness,100.0,100.0,100.0,1.0,0.2397,11.81,3.44,4,0.0021,,,,SIMULATION
exp_42_200_max_min_fairness_5,2026-09-01T13:22:31.383838,46,200,max_min_fairness,100.0,100.0,100.0,1.0,0.2197,20.44,3.0,5,0.0027,,,,SIMULATION
exp_42_200_max_min_fairness_6,2026-09-01T13:22:31.386135,47,200,max_min_fairness,100.0,100.0,100.0,1.0,0.2273,12.93,3.15,6,0.0022,,,,SIMULATION
exp_42_200_max_min_fairness_7,2026-09-01T13:22:31.388351,48,200,max_min_fairness,100.0,100.0,100.0,1.0,0.2294,15.67,1.66,7,0.0021,,,,SIMULATION
exp_42_200_max_min_fairness_8,2026-09-01T13:22:31.390565,49,200,max_min_fairness,100.0,100.0,100.0,1.0,0.2353,8.94,3.07,8,0.0021,,,,SIMULATION
exp_42_200_max_min_fairness_9,2026-09-01T13:22:31.394599,50,200,max_min_fairness,100.0,100.0,100.0,1.0,0.2262,14.97,2.33,9,0.0039,,,,SIMULATION
exp_42_200_max_min_fairness_10,2026-09-01T13:22:31.396725,51,200,max_min_fairness,100.0,100.0,100.0,1.0,0.2329,11.41,3.51,10,0.002,,,,SIMULATION
exp_42_200_alpha_fair_1,2026-09-01T13:22:31.399451,42,200,alpha_fair,100.0,100.0,100.0,0.7909,0.2185,16.95,1.13,1,0.0026,,,,SIMULATION
exp_42_200_alpha_fair_2,2026-09-01T13:22:31.402138,43,200,alpha_fair,100.0,100.0,100.0,0.7785,0.2127,8.54,4.48,2,0.0025,,,,SIMULATION
exp_42_200_alpha_fair_3,2026-09-01T13:22:31.404201,44,200,alpha_fair,100.0,100.0,100.0,0.8003,0.2166,13.72,3.71,3,0.0019,,,,SIMULATION
exp_42_200_alpha_fair_4,2026-09-01T13:22:31.406174,45,200,alpha_fair,100.0,100.0,100.0,0.8309,0.2292,11.81,3.44,4,0.0019,,,,SIMULATION
exp_42_200_alpha_fair_5,2026-09-01T13:22:31.408464,46,200,alpha_fair,100.0,100.0,100.0,0.791,0.2089,20.44,3.0,5,0.0021,,,,SIMULATION
exp_42_200_alpha_fair_6,2026-09-01T13:22:31.412212,47,200,alpha_fair,100.0,100.0,100.0,0.8186,0.2191,12.93,3.15,6,0.0035,,,,SIMULATION
exp_42_200_alpha_fair_7,2026-09-01T13:22:31.413816,48,200,alpha_fair,100.0,100.0,100.0,0.7929,0.2186,15.67,1.66,7,0.0015,,,,SIMULATION
exp_42_200_alpha_fair_8,2026-09-01T13:22:31.414999,49,200,alpha_fair,100.0,100.0,100.0,0.813,0.2244,8.94,3.07,8,0.0011,,,,SIMULATION
exp_42_200_alpha_fair_9,2026-09-01T13:22:31.416386,50,200,alpha_fair,100.0,100.0,100.0,0.8098,0.2143,14.97,2.33,9,0.0013,,,,SIMULATION
exp_42_200_alpha_fair_10,2026-09-01T13:22:31.417941,51,200,alpha_fair,100.0,100.0,100.0,0.8125,0.2228,11.41,3.51,10,0.0015,,,,SIMULATION
exp_42_200_game_theory_1,2026-09-01T13:22:31.564259,42,200,game_theory,100.0,100.0,100.0,0.3115,0.1372,16.95,1.13,1,0.1462,7,True,True,SIMULATION
exp_42_200_game_theory_2,2026-09-01T13:22:31.689692,43,200,game_theory,100.0,100.0,100.0,0.3247,0.134,8.54,4.48,2,0.1253,7,True,True,SIMULATION
exp_42_200_game_theory_3,2026-09-01T13:22:31.794850,44,200,game_theory,100.0,100.0,100.0,0.304,0.1382,13.72,3.71,3,0.1051,7,True,True,SIMULATION
exp_42_200_game_theory_4,2026-09-01T13:22:31.934324,45,200,game_theory,100.0,100.0,100.0,0.3125,0.1386,11.81,3.44,4,0.1394,8,True,True,SIMULATION
exp_42_200_game_theory_5,2026-09-01T13:22:32.087677,46,200,game_theory,100.0,100.0,100.0,0.3205,0.1365,20.44,3.0,5,0.1532,7,True,True,SIMULATION
exp_42_200_game_theory_6,2026-09-01T13:22:32.220489,47,200,game_theory,100.0,100.0,100.0,0.3226,0.138,12.93,3.15,6,0.1327,8,True,True,SIMULATION
exp_42_200_game_theory_7,2026-09-01T13:22:32.344801,48,200,game_theory,100.0,100.0,100.0,0.3185,0.1367,15.67,1.66,7,0.1242,8,True,True,SIMULATION
exp_42_200_game_theory_8,2026-09-01T13:22:32.458384,49,200,game_theory,100.0,100.0,100.0,0.3257,0.1353,8.94,3.07,8,0.1135,8,True,True,SIMULATION
exp_42_200_game_theory_9,2026-09-01T13:22:32.578667,50,200,game_theory,100.0,100.0,100.0,0.3289,0.1346,14.97,2.33,9,0.1201,8,True,True,SIMULATION
exp_42_200_game_theory_10,2026-09-01T13:22:32.691583,51,200,game_theory,100.0,100.0,100.0,0.303,0.1385,11.41,3.51,10,0.1128,8,True,True,SIMULATION
exp_42_373_equal_1,2026-09-01T13:22:32.694541,42,373,equal,100.0,100.0,100.0,1.0,0.1489,16.95,1.13,1,0.0028,,,,SIMULATION
exp_42_373_equal_2,2026-09-01T13:22:32.697679,43,373,equal,100.0,100.0,100.0,1.0,0.1451,8.54,4.48,2,0.003,,,,SIMULATION
exp_42_373_equal_3,2026-09-01T13:22:32.699515,44,373,equal,100.0,100.0,100.0,1.0,0.1476,13.72,3.71,3,0.0017,,,,SIMULATION
exp_42_373_equal_4,2026-09-01T13:22:32.701352,45,373,equal,100.0,100.0,100.0,1.0,0.1529,11.81,3.44,4,0.0017,,,,SIMULATION
exp_42_373_equal_5,2026-09-01T13:22:32.705110,46,373,equal,100.0,100.0,100.0,1.0,0.1445,20.44,3.0,5,0.0037,,,,SIMULATION
exp_42_373_equal_6,2026-09-01T13:22:32.706963,47,373,equal,100.0,100.0,100.0,1.0,0.1485,12.93,3.15,6,0.0018,,,,SIMULATION
exp_42_373_equal_7,2026-09-01T13:22:32.712750,48,373,equal,100.0,100.0,100.0,1.0,0.1513,15.67,1.66,7,0.0057,,,,SIMULATION
exp_42_373_equal_8,2026-09-01T13:22:32.714454,49,373,equal,100.0,100.0,100.0,1.0,0.1542,8.94,3.07,8,0.0016,,,,SIMULATION
exp_42_373_equal_9,2026-09-01T13:22:32.716473,50,373,equal,100.0,100.0,100.0,1.0,0.1472,14.97,2.33,9,0.002,,,,SIMULATION
exp_42_373_equal_10,2026-09-01T13:22:32.718029,51,373,equal,100.0,100.0,100.0,1.0,0.1517,11.41,3.51,10,0.0015,,,,SIMULATION
exp_42_373_proportional_1,2026-09-01T13:22:32.719606,42,373,proportional,100.0,100.0,100.0,0.7991,0.145,16.95,1.13,1,0.0015,,,,SIMULATION
exp_42_373_proportional_2,2026-09-01T13:22:32.721138,43,373,proportional,100.0,100.0,100.0,0.7838,0.1427,8.54,4.48,2,0.0015,,,,SIMULATION
exp_42_373_proportional_3,2026-09-01T13:22:32.722719,44,373,proportional,100.0,100.0,100.0,0.7901,0.1436,13.72,3.71,3,0.0015,,,,SIMULATION
exp_42_373_proportional_4,2026-09-01T13:22:32.725284,45,373,proportional,100.0,100.0,100.0,0.8172,0.1494,11.81,3.44,4,0.0025,,,,SIMULATION
exp_42_373_proportional_5,2026-09-01T13:22:32.728085,46,373,proportional,100.0,100.0,100.0,0.7982,0.1419,20.44,3.0,5,0.0027,,,,SIMULATION
exp_42_373_proportional_6,2026-09-01T13:22:32.730647,47,373,proportional,100.0,100.0,100.0,0.8097,0.1452,12.93,3.15,6,0.0025,,,,SIMULATION
exp_42_373_proportional_7,2026-09-01T13:22:32.733490,48,373,proportional,100.0,100.0,100.0,0.7985,0.1479,15.67,1.66,7,0.0027,,,,SIMULATION
exp_42_373_proportional_8,2026-09-01T13:22:32.736521,49,373,proportional,100.0,100.0,100.0,0.8062,0.1507,8.94,3.07,8,0.0029,,,,SIMULATION
exp_42_373_proportional_9,2026-09-01T13:22:32.739421,50,373,proportional,100.0,100.0,100.0,0.8196,0.1428,14.97,2.33,9,0.0027,,,,SIMULATION
exp_42_373_proportional_10,2026-09-01T13:22:32.743810,51,373,proportional,100.0,100.0,100.0,0.8082,0.1472,11.41,3.51,10,0.0042,,,,SIMULATION
exp_42_373_priority_1,2026-09-01T13:22:32.746358,42,373,priority,100.0,100.0,100.0,0.9411,0.1531,16.95,1.13,1,0.0024,,,,SIMULATION
exp_42_373_priority_2,2026-09-01T13:22:32.748290,43,373,priority,100.0,100.0,100.0,0.9365,0.1494,8.54,4.48,2,0.0019,,,,SIMULATION
exp_42_373_priority_3,2026-09-01T13:22:32.750501,44,373,priority,100.0,100.0,100.0,0.9417,0.1511,13.72,3.71,3,0.0021,,,,SIMULATION
exp_42_373_priority_4,2026-09-01T13:22:32.752774,45,373,priority,100.0,100.0,100.0,0.9473,0.1562,11.81,3.44,4,0.0021,,,,SIMULATION
exp_42_373_priority_5,2026-09-01T13:22:32.755076,46,373,priority,100.0,100.0,100.0,0.9422,0.1476,20.44,3.0,5,0.0022,,,,SIMULATION
exp_42_373_priority_6,2026-09-01T13:22:32.757573,47,373,priority,100.0,100.0,100.0,0.9428,0.1521,12.93,3.15,6,0.0024,,,,SIMULATION
exp_42_373_priority_7,2026-09-01T13:22:32.761951,48,373,priority,100.0,100.0,100.0,0.9446,0.1553,15.67,1.66,7,0.0042,,,,SIMULATION
exp_42_373_priority_8,2026-09-01T13:22:32.766103,49,373,priority,100.0,100.0,100.0,0.9452,0.1583,8.94,3.07,8,0.004,,,,SIMULATION
exp_42_373_priority_9,2026-09-01T13:22:32.769818,50,373,priority,100.0,100.0,100.0,0.9439,0.1507,14.97,2.33,9,0.0036,,,,SIMULATION
exp_42_373_priority_10,2026-09-01T13:22:32.773891,51,373,priority,100.0,100.0,100.0,0.9461,0.1548,11.41,3.51,10,0.0039,,,,SIMULATION
exp_42_373_max_min_fairness_1,2026-09-01T13:22:32.777444,42,373,max_min_fairness,100.0,100.0,100.0,1.0,0.1489,16.95,1.13,1,0.0034,,,,SIMULATION
exp_42_373_max_min_fairness_2,2026-09-01T13:22:32.780659,43,373,max_min_fairness,100.0,100.0,100.0,1.0,0.1451,8.54,4.48,2,0.0031,,,,SIMULATION
exp_42_373_max_min_fairness_3,2026-09-01T13:22:32.784144,44,373,max_min_fairness,100.0,100.0,100.0,1.0,0.1476,13.72,3.71,3,0.0034,,,,SIMULATION
exp_42_373_max_min_fairness_4,2026-09-01T13:22:32.787675,45,373,max_min_fairness,100.0,100.0,100.0,1.0,0.1529,11.81,3.44,4,0.0034,,,,SIMULATION
exp_42_373_max_min_fairness_5,2026-09-01T13:22:32.792254,46,373,max_min_fairness,100.0,100.0,100.0,1.0,0.1445,20.44,3.0,5,0.0044,,,,SIMULATION
exp_42_373_max_min_fairness_6,2026-09-01T13:22:32.794906,47,373,max_min_fairness,100.0,100.0,100.0,1.0,0.1485,12.93,3.15,6,0.0025,,,,SIMULATION
exp_42_373_max_min_fairness_7,2026-09-01T13:22:32.796663,48,373,max_min_fairness,100.0,100.0,100.0,1.0,0.1513,15.67,1.66,7,0.0017,,,,SIMULATION
exp_42_373_max_min_fairness_8,2026-09-01T13:22:32.798514,49,373,max_min_fairness,100.0,100.0,100.0,1.0,0.1542,8.94,3.07,8,0.0018,,,,SIMULATION
exp_42_373_max_min_fairness_9,2026-09-01T13:22:32.800799,50,373,max_min_fairness,100.0,100.0,100.0,1.0,0.1472,14.97,2.33,9,0.0022,,,,SIMULATION
exp_42_373_max_min_fairness_10,2026-09-01T13:22:32.804031,51,373,max_min_fairness,100.0,100.0,100.0,1.0,0.1517,11.41,3.51,10,0.0031,,,,SIMULATION
exp_42_373_alpha_fair_1,2026-09-01T13:22:32.808265,42,373,alpha_fair,100.0,100.0,100.0,0.7991,0.145,16.95,1.13,1,0.0041,,,,SIMULATION
exp_42_373_alpha_fair_2,2026-09-01T13:22:32.811148,43,373,alpha_fair,100.0,100.0,100.0,0.7838,0.1427,8.54,4.48,2,0.0027,,,,SIMULATION
exp_42_373_alpha_fair_3,2026-09-01T13:22:32.813013,44,373,alpha_fair,100.0,100.0,100.0,0.7901,0.1436,13.72,3.71,3,0.0018,,,,SIMULATION
exp_42_373_alpha_fair_4,2026-09-01T13:22:32.814923,45,373,alpha_fair,100.0,100.0,100.0,0.8172,0.1494,11.81,3.44,4,0.0018,,,,SIMULATION
exp_42_373_alpha_fair_5,2026-09-01T13:22:32.816590,46,373,alpha_fair,100.0,100.0,100.0,0.7982,0.1419,20.44,3.0,5,0.0016,,,,SIMULATION
exp_42_373_alpha_fair_6,2026-09-01T13:22:32.818227,47,373,alpha_fair,100.0,100.0,100.0,0.8097,0.1452,12.93,3.15,6,0.0016,,,,SIMULATION
exp_42_373_alpha_fair_7,2026-09-01T13:22:32.820023,48,373,alpha_fair,100.0,100.0,100.0,0.7985,0.1479,15.67,1.66,7,0.0017,,,,SIMULATION
exp_42_373_alpha_fair_8,2026-09-01T13:22:32.821727,49,373,alpha_fair,100.0,100.0,100.0,0.8062,0.1507,8.94,3.07,8,0.0016,,,,SIMULATION
exp_42_373_alpha_fair_9,2026-09-01T13:22:32.823674,50,373,alpha_fair,100.0,100.0,100.0,0.8196,0.1428,14.97,2.33,9,0.0018,,,,SIMULATION
